GEO,Sex,Age group,Disability type,Global Severity,Labour force status,UOM,VALUE,STATUS
Prince Edward Island,Males,45 to 54 years,Pain,Mild,Age standardized employment rate,Percent,96.4,
Prince Edward Island,Males,45 to 54 years,Pain,Moderate,Total labour force,Number,180.0,E
Prince Edward Island,Males,45 to 54 years,Pain,Moderate,Participation rate,Percent,83.3,
Prince Edward Island,Males,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,82.5,
Prince Edward Island,Males,45 to 54 years,Pain,Severe,Total labour force,Number,210.0,E
Prince Edward Island,Males,45 to 54 years,Pain,Very Severe,Total labour force,Number,350.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Mild,Total labour force,Number,750.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Mild,Employed,Number,470.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Mild,Participation rate,Percent,89.0,
Prince Edward Island,Males,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,89.5,
Prince Edward Island,Males,55 to 64 years,All disability types,Mild,Employment Rate,Percent,64.4,E
Prince Edward Island,Males,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,64.7,E
Prince Edward Island,Males,55 to 64 years,All disability types,Moderate,Total labour force,Number,530.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Moderate,Participation rate,Percent,76.9,
Prince Edward Island,Males,55 to 64 years,All disability types,Moderate,Age standardized participation rate,Percent,77.7,
Prince Edward Island,Males,55 to 64 years,All disability types,Moderate,Employment Rate,Percent,63.5,E
Prince Edward Island,Males,55 to 64 years,All disability types,Moderate,Age standardized employment rate,Percent,64.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Severe,Total labour force,Number,300.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Severe,Not in labour force,Number,140.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Severe,Participation rate,Percent,50.0,E
Prince Edward Island,Males,55 to 64 years,All disability types,Severe,Age standardized participation rate,Percent,51.5,E
Prince Edward Island,Males,55 to 64 years,All disability types,Very Severe,Total labour force,Number,520.0,E
Prince Edward Island,Males,55 to 64 years,Hearing,Mild,Participation rate,Percent,91.3,
Prince Edward Island,Males,55 to 64 years,Hearing,Mild,Age standardized participation rate,Percent,90.6,
Prince Edward Island,Males,55 to 64 years,Mobility,Severe,Total labour force,Number,210.0,E
Prince Edward Island,Males,55 to 64 years,Mobility,Severe,Participation rate,Percent,50.0,E
Prince Edward Island,Males,55 to 64 years,Mobility,Severe,Age standardized participation rate,Percent,50.1,E
Prince Edward Island,Males,55 to 64 years,Mobility,Very Severe,Total labour force,Number,440.0,E
Prince Edward Island,Males,55 to 64 years,Flexibility,Moderate,Participation rate,Percent,84.8,
Prince Edward Island,Males,55 to 64 years,Flexibility,Moderate,Age standardized participation rate,Percent,83.7,
Prince Edward Island,Males,55 to 64 years,Flexibility,Moderate,Employment Rate,Percent,78.8,
Prince Edward Island,Males,55 to 64 years,Flexibility,Moderate,Age standardized employment rate,Percent,77.8,
Prince Edward Island,Males,55 to 64 years,Flexibility,Severe,Total labour force,Number,260.0,E
Prince Edward Island,Males,55 to 64 years,Flexibility,Severe,Not in labour force,Number,140.0,E
Prince Edward Island,Males,55 to 64 years,Flexibility,Severe,Participation rate,Percent,46.2,E
Prince Edward Island,Males,55 to 64 years,Flexibility,Severe,Age standardized participation rate,Percent,46.2,E
Prince Edward Island,Males,55 to 64 years,Flexibility,Very Severe,Total labour force,Number,510.0,E
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Participation rate,Percent,92.3,
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Age standardized participation rate,Percent,90.4,
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Employment Rate,Percent,80.8,
Prince Edward Island,Males,55 to 64 years,Pain,Mild,Age standardized employment rate,Percent,81.6,
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Total labour force,Number,440.0,E
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Participation rate,Percent,86.0,
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Age standardized participation rate,Percent,86.5,
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Employment Rate,Percent,69.8,E
Prince Edward Island,Males,55 to 64 years,Pain,Moderate,Age standardized employment rate,Percent,69.9,E
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Total labour force,Number,200.0,E
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Not in labour force,Number,70.0,E
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Participation rate,Percent,63.2,
Prince Edward Island,Males,55 to 64 years,Pain,Severe,Age standardized participation rate,Percent,62.0,
Prince Edward Island,Males,55 to 64 years,Pain,Very Severe,Total labour force,Number,470.0,E
Prince Edward Island,Females,15 to 24 years,All disability types,Mild,Participation rate,Percent,81.0,
Prince Edward Island,Females,15 to 24 years,All disability types,Mild,Age standardized participation rate,Percent,80.6,
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Total labour force,Number,220.0,E
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Employed,Number,160.0,E
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Participation rate,Percent,81.0,
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Age standardized participation rate,Percent,79.8,
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Employment Rate,Percent,76.2,
Prince Edward Island,Females,25 to 34 years,All disability types,Mild,Age standardized employment rate,Percent,75.1,
Prince Edward Island,Females,25 to 34 years,All disability types,Moderate,Participation rate,Percent,70.8,E
Prince Edward Island,Females,25 to 34 years,All disability types,Moderate,Age standardized participation rate,Percent,70.6,E
Prince Edward Island,Females,25 to 34 years,All disability types,Very Severe,Total labour force,Number,100.0,E
Prince Edward Island,Females,25 to 34 years,Mobility,Very Severe,Total labour force,Number,100.0,E
Prince Edward Island,Females,25 to 34 years,Flexibility,Very Severe,Total labour force,Number,80.0,E
Prince Edward Island,Females,25 to 34 years,Pain,Mild,Total labour force,Number,120.0,E
Prince Edward Island,Females,25 to 34 years,Pain,Very Severe,Total labour force,Number,90.0,E
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Total labour force,Number,380.0,E
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Employed,Number,180.0,E
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Participation rate,Percent,54.3,E
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Age standardized participation rate,Percent,55.8,E
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Employment Rate,Percent,51.4,E
Prince Edward Island,Females,35 to 44 years,All disability types,Mild,Age standardized employment rate,Percent,52.2,E
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Total labour force,Number,170.0,E
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Participation rate,Percent,82.4,E
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Age standardized participation rate,Percent,81.3,E
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Employment Rate,Percent,76.5,E
Prince Edward Island,Females,35 to 44 years,All disability types,Moderate,Age standardized employment rate,Percent,77.3,E
Prince Edward Island,Females,35 to 44 years,All disability types,Severe,Total labour force,Number,360.0,E
Prince Edward Island,Females,35 to 44 years,Flexibility,Very Severe,Total labour force,Number,60.0,E
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Total labour force,Number,140.0,E
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Employed,Number,110.0,E
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Participation rate,Percent,84.6,
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Age standardized participation rate,Percent,85.4,
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Employment Rate,Percent,84.6,
Prince Edward Island,Females,35 to 44 years,Pain,Mild,Age standardized employment rate,Percent,82.8,
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Total labour force,Number,160.0,E
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Participation rate,Percent,80.0,E
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Age standardized participation rate,Percent,79.5,E
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Employment Rate,Percent,80.0,E
Prince Edward Island,Females,35 to 44 years,Pain,Moderate,Age standardized employment rate,Percent,75.2,E
Prince Edward Island,Females,35 to 44 years,Pain,Very Severe,Total labour force,Number,60.0,E
Prince Edward Island,Females,35 to 44 years,Mental and/or psychological,Very Severe,Total labour force,Number,50.0,E
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Total labour force,Number,300.0,E
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Employed,Number,230.0,E
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Participation rate,Percent,79.3,
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Age standardized participation rate,Percent,80.7,
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Employment Rate,Percent,79.3,
Prince Edward Island,Females,45 to 54 years,All disability types,Mild,Age standardized employment rate,Percent,80.7,
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Total labour force,Number,520.0,E
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Employed,Number,420.0,E
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Participation rate,Percent,90.0,
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Age standardized participation rate,Percent,89.7,
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Employment Rate,Percent,84.0,
Prince Edward Island,Females,45 to 54 years,All disability types,Moderate,Age standardized employment rate,Percent,83.7,
Prince Edward Island,Females,45 to 54 years,All disability types,Severe,Total labour force,Number,460.0,E
Prince Edward Island,Females,45 to 54 years,All disability types,Severe,Participation rate,Percent,54.8,E
Prince Edward Island,Females,45 to 54 years,All disability types,Severe,Age standardized participation rate,Percent,55.8,E
Prince Edward Island,Females,45 to 54 years,All disability types,Very Severe,Total labour force,Number,310.0,E
Prince Edward Island,Females,45 to 54 years,Mobility,Severe,Total labour force,Number,410.0,E
Prince Edward Island,Females,45 to 54 years,Mobility,Very Severe,Total labour force,Number,310.0,E
Prince Edward Island,Females,45 to 54 years,Flexibility,Moderate,Total labour force,Number,170.0,E
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Total labour force,Number,210.0,E
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Employed,Number,180.0,E
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Participation rate,Percent,85.7,
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Age standardized participation rate,Percent,89.8,
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Employment Rate,Percent,85.7,
Prince Edward Island,Females,45 to 54 years,Pain,Mild,Age standardized employment rate,Percent,89.8,
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Total labour force,Number,360.0,E
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Employed,Number,290.0,E
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Participation rate,Percent,91.4,
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,93.4,
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Employment Rate,Percent,82.9,
Prince Edward Island,Females,45 to 54 years,Pain,Moderate,Age standardized employment rate,Percent,84.7,
Prince Edward Island,Females,45 to 54 years,Pain,Severe,Total labour force,Number,460.0,E
Prince Edward Island,Females,45 to 54 years,Pain,Severe,Participation rate,Percent,54.8,E
Prince Edward Island,Females,45 to 54 years,Pain,Severe,Age standardized participation rate,Percent,55.8,E
Prince Edward Island,Females,45 to 54 years,Pain,Very Severe,Total labour force,Number,310.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Total labour force,Number,720.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Employed,Number,240.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Not in labour force,Number,390.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Participation rate,Percent,43.3,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,42.5,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Employment Rate,Percent,35.8,E
Prince Edward Island,Females,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,36.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Total labour force,Number,720.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Employed,Number,190.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Not in labour force,Number,480.0,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Participation rate,Percent,28.4,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Age standardized participation rate,Percent,28.1,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Employment Rate,Percent,28.4,E
Prince Edward Island,Females,55 to 64 years,All disability types,Moderate,Age standardized employment rate,Percent,28.1,E
Prince Edward Island,Females,55 to 64 years,All disability types,Severe,Total labour force,Number,800.0,E
